,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2008-10-27,16270200,238300,,4276500,,,461300,392097,10773000,,321600,,11100,1247800,,2484500,301800,,,25600,19000,92200,,,,,547300,,1823800,,11593200,,,,27400,,,308700,,613700,,249500,744600,3885500,,,,,358800,139000,,2268300,,2306800,,,,1166700,,,,182400,
2008-10-28,22985900,168000,,3056800,,,653000,4051678,12862700,,500900,,136700,2519200,,3399100,115200,,,2800,200,151300,,,,,515400,,2058700,,17302700,,,,27500,,,652100,,695900,,356100,1709600,6278100,,,,,4906800,262800,,4075600,,2457300,,,,1840200,,,,486900,
2008-10-29,18459200,199100,,4189200,,,561500,1904719,13464100,,453300,,600,2354600,,6772700,122400,,,32000,2800,92600,,,,,406800,,1325500,,14680600,,,,28600,,,357800,,685000,,268400,2059000,5922100,,,,,686400,172700,,3627900,,2383400,,,,1416800,,,,231400,
2008-10-30,15457400,170100,,1551800,,,366800,716691,12801600,,446000,,2400,2110800,,4159000,82800,,,31600,5800,109400,,,,,339600,,999600,,9008400,,,,37600,,,576600,,424500,,249900,915600,9427000,,,,,282600,64300,,2678800,,2025800,,,,1006300,,,,190100,
2008-10-31,16503900,277600,,1884900,,,462400,782419,10599700,,284900,,92800,1667400,,2890900,143400,,,20400,5300,95100,,,,,364700,,754600,,11082000,,,,454900,,,436100,,577500,,163000,1159300,5464600,,,,,1352400,100800,,2352800,,1579400,,,,930900,,,,297300,
2008-11-03,11835300,312600,,2320200,,,419500,430601,10767200,,259600,,69600,938700,,2731600,45600,,,133600,8700,48600,,,,,312500,,812100,,10330500,,,,91700,,,439800,,673500,,151100,851500,5348600,,,,,441000,102500,,1991500,,948100,,,,1157000,,,,229100,
2008-11-04,14602000,219500,,1152000,,,571500,748934,9993500,,279000,,28700,921800,,3288100,46200,,,39200,3100,31900,,,,,668800,,1183800,,11450800,,,,85100,,,699000,,388500,,155600,1873300,4344300,,,,,539400,50800,,2166600,,1402800,,,,981600,,,,110100,
2008-11-05,14671500,187700,,1242500,,,400300,725607,9343700,,288600,,181700,1077000,,2541100,49200,,,34400,3500,10000,,,,,514900,,905300,,10646800,,,,61200,,,581200,,413500,,130700,1698500,5329600,,,,,1830000,41000,,1785100,,1628000,,,,906900,,,,173300,
2008-11-06,19383200,198600,,1279500,,,468100,900724,10684900,,262600,,27500,730100,,2154700,49200,,,66000,28400,17600,,,,,374700,,6630200,,16848400,,,,1400,,,380100,,444800,,135000,879700,3039700,,,,,1650600,51300,,1647400,,3163900,,,,1466100,,,,107700,
2008-11-07,10817100,128000,,551800,,,535800,400153,9559900,,269100,,8400,790000,,2947100,785400,,,29600,9700,16300,,,,,431700,,4154500,,10007000,,,,271400,,,367100,,261600,,179600,1137400,2600500,,,,,463200,43900,,1332700,,5028200,,,,1659000,,,,487400,
2008-11-10,13169100,102500,,1220700,,,390200,614615,5826800,,185700,,27300,992100,,3399100,277200,,,70800,4500,17600,,,,,230100,,2911600,,7846800,,,,25100,,,641600,,341800,,154300,1600000,1812000,,,,,785400,125900,,1217400,,1582100,,,,866600,,,,87600,
2008-11-11,11751900,196600,,1135000,,,362500,696186,8516800,,311400,,21200,947100,,5382300,207000,,,141200,2000,19100,,,,,198600,,1942100,,8427600,,,,94800,,,4865600,,369900,,221000,1927600,3081100,,,,,510000,74000,,1591900,,1573800,,,,1551400,,,,128600,
2008-11-12,13127700,207500,,1777400,,,337800,448088,10282900,,262300,,32300,977000,,4591300,316800,,,76000,8200,13100,,,,,596800,,1705300,,9322600,,,,45400,,,1701500,,502700,,245600,1650800,2867900,,,,,322800,169400,,2090700,,2890700,,,,830600,,,,145400,
2008-11-13,19972700,217200,,2063800,,,570600,672870,14987800,,682200,,116500,753200,,6383500,272400,,,6400,7500,83100,,,,,570400,,2309400,,13623200,,,,37900,,,1342000,,675600,,273100,1575100,3740900,,,,,2933400,107100,,3060400,,2813900,,,,1145500,,,,325600,
2008-11-14,16182000,166500,,1303200,,,454400,957553,15074000,,307100,,36100,593700,,3622800,61800,,,279200,15600,21400,,,,,443900,,1825200,,12293400,,,,81600,,,518500,,462700,,271700,1657900,3454400,,,,,477600,52400,,2435100,,2193600,,,,790200,,,,229000,
2008-11-17,11982200,147100,,955300,,,252400,676975,8167800,,343400,,136700,862000,,3593700,60600,,,78400,1800,4800,,,,,386700,,1067300,,9900700,,,,151300,,,391900,,340800,,217200,1114800,3158400,,,,,232800,61300,,2770100,,1797600,,,,896100,,,,498500,
2008-11-18,18212300,139100,,880400,,,310500,459849,14125900,,372600,,87200,824700,,4094400,76200,,,97600,16200,4500,,,,,451300,,1569600,,12197100,,,,68400,,,557200,,370300,,253200,1045400,4061500,,,,,261000,51200,,2326200,,3449100,,,,964200,,,,247500,
2008-11-19,15545600,150700,,2230100,,,328000,393968,10179300,,294000,,105700,680600,,5039000,38400,,,60400,10000,12500,,,,,475900,,1836000,,9804900,,,,20500,,,246300,,445900,,191000,1032000,3951300,,,,,193800,154100,,3630200,,2156400,,,,772000,,,,434600,
2008-11-20,23227600,299300,,1966100,,,566600,766362,10959300,,620900,,72400,1497800,,11034400,50400,,,39200,9000,54700,,,,,691200,,2546300,,14172100,,,,35800,,,897000,,843400,,298000,1672600,4586300,,,,,410400,477800,,3405300,,3282100,,,,2433700,,,,321100,
2008-11-21,24349200,386100,,3766700,,,1085600,499388,15699500,,659600,,53900,2313900,,4238900,82800,,,144800,36000,33300,,,,,866300,,1745500,,19385100,,,,32400,,,511200,,1077700,,588600,1331000,6564800,,,,,1284000,168800,,2943700,,4175500,,,,2507100,,,,250600,
2008-11-24,17168500,236400,,1944400,,,524900,801685,10749300,,591200,,7700,1500700,,4063900,76800,,,46800,12900,16800,,,,,541400,,1341400,,15059600,,,,80500,,,438300,,836500,,402300,1067400,3829800,,,,,673200,62500,,2268000,,3396900,,,,2239500,,,,282900,
2008-11-25,13649900,116200,,999700,,,596300,662149,13553300,,383500,,9200,1335900,,4203700,115800,,,81200,1200,40900,,,,,430600,,1263100,,12537500,,,,65800,,,158500,,476700,,1649700,629600,3595400,,,,,759600,62400,,1884100,,6169900,,,,1442100,,,,77100,
2008-11-26,12770500,155100,,1309800,,,383100,1103119,10240000,,403800,,3100,643600,,3610200,39000,,,13200,3700,16400,,,,,319700,,1101200,,6790800,,,,68000,,,292400,,483700,,333800,668800,3099800,,,,,1900800,49900,,1590500,,2443000,,,,1393000,,,,80500,
2008-11-28,5921300,47800,,600000,,,189500,240321,2504700,,204300,,400,188400,,2370000,41400,,,46000,17800,3300,,,,,161600,,276700,,2502500,,,,24400,,,194000,,235000,,178000,289100,1307100,,,,,481200,48600,,419700,,877000,,,,357800,,,,59400,
2008-12-01,14683700,158700,,1419700,,,482100,770981,7616800,,420100,,25200,1225900,,3159500,74400,,,34400,12900,13200,,,,,446200,,1242300,,10672900,,,,13700,,,147000,,507000,,364500,466400,3576400,,,,,289800,164000,,2535200,,1608300,,,,1418400,,,,145000,
2008-12-02,15542100,124300,,2785500,,,640400,579487,8594100,,398400,,15500,1602600,,4720700,117600,,,426400,34100,12000,,,,,591600,,1167200,,10799200,,,,41200,,,162900,,843000,,345000,982500,3528300,,,,,460200,19200,,2054000,,1960200,,,,3252400,,,,126800,
2008-12-03,14854500,133800,,1486000,,,557800,527273,11310700,,363700,,46300,1055200,,4051700,46200,,,69600,8300,14200,,,,,467100,,854900,,9872500,,,,41900,,,392600,,550500,,311200,1301100,4187000,,,,,332400,34500,,1573400,,1653200,,,,2421600,,,,157200,
2008-12-04,20633800,89000,,2235100,,,533800,416617,8251400,,456900,,32800,1113800,,2087600,14400,,,47600,29900,17900,,,,,395300,,742200,,8211400,,,,23400,,,519800,,447800,,308500,1387900,3181900,,,,,257400,96500,,1298700,,1082900,,,,1783300,,,,88900,
2008-12-05,23203800,113100,,1997800,,,712200,169468,11575400,,335400,,14200,1004000,,3364900,96600,,,8000,17700,13200,,,,,449800,,956200,,9267800,,,,7500,,,166800,,392900,,202500,1539900,3706700,,,,,266400,102800,,1644500,,1178900,,,,1555000,,,,151200,
2008-12-08,15348300,262600,,1600300,,,546300,541681,10375000,,585200,,8100,874000,,3346800,72600,,,130400,20400,6200,,,,,583900,,1286400,,11039700,,,,41000,,,337600,,486900,,296100,882800,6625300,,,,,429600,121000,,1608000,,1660000,,,,1754700,,,,109200,
2008-12-09,19457000,288900,,1827600,,,605000,536761,10210400,,477700,,21200,804500,,4382700,115200,,,59200,13200,11100,,,,,567400,,1374000,,10138400,,,,48800,,,317300,,511000,,248400,665200,4957300,,,,,517200,145300,,1537200,,1918900,,,,1417400,,,,64300,
2008-12-10,2730600,99900,,1523100,,,269400,270511,7081500,,429300,,73200,786500,,2517800,129000,,,115600,17800,22200,,,,,240600,,952300,,9095500,,,,25800,,,194700,,347000,,173700,814300,2993500,,,,,199800,243700,,1858700,,1764600,,,,880400,,,,75000,
2008-12-11,3515100,143200,,1317100,,,370400,338354,7482100,,288900,,33600,1011600,,3542900,241200,,,79200,16100,53900,,,,,387200,,976000,,9404400,,,,31100,,,140900,,492000,,241600,536300,2841700,,,,,309600,44000,,1393900,,2245400,,,,1391800,,,,113200,
2008-12-12,13315900,120500,,1452100,,,387700,911143,6355000,,379500,,43200,5317100,,2860400,52200,,,15600,5000,12600,,,,,273700,,1043800,,7296500,,,,17300,,,173700,,569800,,308200,543800,5959100,,,,,274200,47000,,883800,,2452300,,,,3775500,,,,68400,
2008-12-15,12511900,96500,,733700,,,224600,995303,5693300,,309900,,58000,2227500,,4315800,70200,,,39200,17200,65700,,,,,413500,,964200,,5548100,,,,26800,,,125100,,347200,,204100,532200,3876100,,,,,211200,131700,,1046200,,1032600,,,,1075300,,,,44500,
2008-12-16,15785000,232800,,1347400,,,440800,671900,14162900,,642900,,4900,1699300,,4374300,47400,,,72000,1100,10600,,,,,513800,,772700,,8884700,,,,92000,,,243000,,430400,,196000,635200,4789300,,,,,295200,157100,,1833200,,1176200,,,,1114600,,,,94800,
2008-12-17,14171900,222700,,1146100,,,244400,550163,7590600,,445800,,11000,1272800,,4278700,115800,,,26800,31300,45100,,,,,356500,,1029400,,6011400,,,,106900,,,158100,,330500,,165700,554200,3378100,,,,,238200,128400,,2516000,,1577700,,,,1274100,,,,88300,
2008-12-18,18812300,197000,,1097700,,,238700,1150747,10297400,,303900,,26500,993700,,2566500,163800,,,31600,35600,96900,,,,,352700,,3004600,,11512900,,,,317300,,,181100,,431900,,318300,498900,3434300,,,,,591000,66800,,2246200,,2664500,,,,1213100,,,,158800,
2008-12-19,26621900,302100,,2434500,,,586300,1119572,16520100,,412100,,183000,1629400,,1640900,112200,,,8000,800,47600,,,,,602300,,1698700,,12657100,,,,56900,,,266200,,1040400,,470000,927200,6310900,,,,,768600,74600,,2856600,,3595800,,,,3192200,,,,366300,
2008-12-22,17058000,200100,,1584400,,,220500,295361,8512000,,483100,,64400,1222500,,2476700,505800,,,1200,129900,7000,,,,,355200,,980900,,5916800,,,,69500,,,175200,,542300,,253900,783300,2888700,,,,,241800,71700,,1308400,,1043300,,,,1803500,,,,117600,
2008-12-23,18440000,98500,,1367300,,,187600,211477,9208800,,375600,,77800,627200,,2041200,289200,,,13200,56600,33600,,,,,368300,,1024300,,4871000,,,,56600,,,252700,,292800,,137700,396200,1668900,,,,,247200,84400,,1012100,,1352700,,,,756700,,,,137700,
2008-12-24,3376200,31900,,343600,,,54400,147412,3002500,,216000,,36100,202400,,766600,45600,,,44400,12300,277400,,,,,157000,,325300,,1821400,,,,35300,,,99800,,134800,,54600,178400,544600,,,,,1294200,53200,,279500,,289500,,,,241100,,,,21500,
2008-12-26,3854700,61800,,280100,,,73100,150804,2628500,,333300,,29400,290800,,1038600,316200,,,36800,23500,70800,,,,,119500,,527600,,1544900,,,,32700,,,108500,,121700,,63500,149700,591000,,,,,135600,29800,,433200,,320800,,,,275500,,,,29400,
2008-12-29,12959000,204600,,497100,,,196500,265911,4282800,,415800,,48300,427300,,1514000,233400,,,76800,189400,20000,,,,,165200,,678100,,5236600,,,,134100,,,326200,,233900,,138900,404300,1526100,,,,,515400,63600,,717000,,818600,,,,445200,,,,67800,
2008-12-30,11017300,126000,,822700,,,229700,591676,6688900,,555400,,81800,781000,,1786500,88200,,,8400,138700,73000,,,,,128300,,478800,,4300800,,,,42600,,,232700,,256200,,226000,339300,1632600,,,,,505800,141300,,1302400,,1081900,,,,653800,,,,87100,
2008-12-31,12024200,270600,,1187400,,,357800,361910,6015300,,547500,,110300,754500,,3487400,117600,,,22800,88200,47200,,,,,253300,,952300,,6287200,,,,77900,,,441000,,431000,,249500,210200,2117000,,,,,1227000,127000,,1166500,,1076300,,,,765900,,,,44100,
2009-01-02,12207400,120600,,957900,,,171500,284731,5628200,,321200,,25800,398600,,2713300,22200,,,39200,158600,14300,,,,,154900,,548500,,6547900,,,,81200,,,123900,,354700,,129400,701100,2372900,,,,,423600,53700,,1216600,,944600,,,,745200,,,,39700,
2009-01-05,14968500,82000,,1837100,,,140300,270381,7833000,,307100,,42200,516300,,1935900,30000,,,18400,68700,96000,,,,,188800,,1178700,,10940100,,,,53200,,,124600,,323700,,222500,845300,4439100,,,,,253800,68900,,2331600,,1716100,,,,802900,,,,57300,
2009-01-06,15031200,130800,,2332200,,,345600,695873,8826300,,563400,,55200,765400,,2778700,25800,,,7200,115900,81100,,,,,263500,,1351900,,8974000,,,,24200,,,111100,,301600,,264100,769800,3442100,,,,,276600,20700,,2055600,,1954100,,,,1671400,,,,41000,
2009-01-07,12715200,206800,,3587600,,,210000,405047,7782400,,332800,,27800,710900,,1527000,28800,,,25200,67100,94800,,,,,331000,,1422800,,5725400,,,,66300,,,115000,,248600,,247800,748200,3381300,,,,,430200,23200,,1703300,,1052900,,,,1103300,,,,55500,
2009-01-08,10584100,160500,,1668000,,,225400,817032,7511200,,286000,,55800,551500,,1454600,29400,,,1600,6100,29200,,,,,325400,,1277900,,5576700,,,,273200,,,174500,,257000,,259900,517700,3235800,,,,,391200,38500,,1867600,,1642600,,,,402600,,,,41600,
2009-01-09,10616400,145400,,1105400,,,281700,1093926,6865500,,302800,,60300,614200,,2200300,33000,,,33600,7700,22700,,,,,391000,,769900,,6150700,,,,316800,,,156200,,330400,,213000,470600,3767700,,,,,588000,135900,,1752800,,2635600,,,,600600,,,,202200,
2009-01-12,8886600,215600,,1313100,,,206300,494853,6396600,,357000,,18200,672200,,3776300,31200,,,5600,7700,5700,,,,,220100,,912600,,7698300,,,,1478200,,,212400,,268400,,126200,336600,2953300,,,,,765600,105600,,1549800,,1834300,,,,896800,,,,40200,
2009-01-13,10811200,110000,,1313700,,,159600,870205,8131300,,326000,,44000,606000,,3284600,25200,,,53600,19000,10300,,,,,114400,,1500600,,7466600,,,,736600,,,172900,,229300,,142500,254800,4576000,,,,,258000,40300,,2139700,,2113600,,,,1846400,,,,78900,
2009-01-14,12241400,166200,,2251800,,,212100,598971,7344800,,294900,,9200,435300,,4103300,579000,,,10800,17600,29800,,,,,156300,,2114700,,6634600,,,,318400,,,103400,,286200,,179700,439900,3234300,,,,,340800,19400,,1726200,,2294900,,,,923500,,,,156000,
2009-01-15,12677300,144100,,1987000,,,168800,276804,8414700,,259300,,43700,1818900,,6324600,155400,,,3600,21500,25300,,,,,225000,,1875300,,8330400,,,,221000,,,141400,,307000,,273300,884600,3454000,,,,,539400,30400,,1626200,,4477700,,,,1098000,,,,108900,
2009-01-16,14516900,121000,,2850300,,,383400,457914,8577400,,213300,,159400,561900,,5855400,43800,,,20400,19800,6200,,,,,159200,,926400,,7020300,,,,250700,,,194800,,319900,,208400,641900,5976800,,,,,273000,33900,,2045700,,4476900,,,,1075400,,,,140600,
2009-01-20,14701400,281300,,3054900,,,869800,279430,9070500,,148100,,22100,768600,,22375700,112800,,,20400,7200,12800,,,,,528700,,1013300,,8660200,,,,207700,,,278800,,479800,,179000,1436800,4827500,,,,,636600,32200,,2449600,,3265200,,,,1260900,,,,112800,
2009-01-21,18226600,277400,,1667800,,,470000,312099,10493100,,284200,,54600,684000,,11564200,62400,,,18000,14400,58000,,,,,238500,,1308000,,9451300,,,,170100,,,157600,,430100,,163300,1564500,5185000,,,,,619800,33500,,2656600,,1894500,,,,1017500,,,,54800,
2009-01-22,15248500,69900,,2455400,,,596400,216411,7414600,,167600,,39200,528400,,4800600,55200,,,8000,7300,41600,,,,,189100,,1365900,,6305300,,,,44300,,,80700,,361800,,399100,487600,2959100,,,,,252000,5200,,1387700,,2362700,,,,1832800,,,,52600,
2009-01-23,14889300,136200,,2462600,,,473400,1164426,6485000,,190000,,55900,506100,,9318700,26400,,,15200,1200,3500,,,,,294200,,2182500,,9870400,,,,52800,,,96800,,350500,,176600,513500,7972800,,,,,363000,37800,,1103900,,2829400,,,,1483000,,,,39000,
2009-01-26,14140000,137300,,1627100,,,318700,589322,7675900,,202400,,10100,728000,,6445500,63000,,,400,1500,24600,,,,,234300,,1347800,,10053400,,,,69400,,,101200,,294400,,278600,445200,4489700,,,,,204000,72600,,1427900,,1533600,,,,600500,,,,59400,
2009-01-27,9643300,130900,,949800,,,449900,549908,7641800,,223700,,52100,501300,,5348600,46200,,,28400,0,11400,,,,,234600,,1348100,,12635600,,,,114200,,,69200,,468800,,215200,550500,4394900,,,,,210600,18400,,1800700,,2280700,,,,443100,,,,48900,
2009-01-28,13550100,197600,,1125700,,,1671600,422194,15253900,,172700,,54200,737200,,9789500,640800,,,61200,5100,23300,,,,,194400,,891800,,9199100,,,,758300,,,249200,,286400,,199300,1310300,4144200,,,,,939000,60500,,1371600,,2224900,,,,432800,,,,59300,
2009-01-29,12005700,96100,,724100,,,613200,1255226,8112300,,209000,,17200,711700,,22329600,13800,,,31600,9800,95400,,,,,196500,,1634000,,7668400,,,,122400,,,170000,,335000,,163600,1736500,2947300,,,,,806400,9200,,2793000,,1630300,,,,673800,,,,38400,
2009-01-30,16422400,93000,,738800,,,735200,384263,8814400,,208100,,18300,365800,,11074600,40800,,,3200,0,97900,,,,,183300,,1911300,,8037600,,,,55700,,,289700,,421100,,172000,714300,3397700,,,,,609600,13900,,1948500,,1998500,,,,409600,,,,75400,
2009-02-02,14029600,141100,,1263100,,,574000,410092,8237700,,158600,,1600,681500,,12623200,34200,,,1200,2900,206100,,,,,195000,,1039300,,7060400,,,,64700,,,303800,,502300,,332000,825600,3096600,,,,,969000,46300,,2389300,,2604900,,,,495800,,,,64100,
2009-02-03,23361200,183600,,2555900,,,515200,571117,8295700,,256400,,20600,589700,,4664800,43800,,,3200,16000,107100,,,,,334400,,840600,,7668400,,,,44400,,,305700,,351500,,1876700,1623800,4443100,,,,,337800,31000,,1845500,,3291500,,,,779800,,,,125700,
2009-02-04,12976500,124600,,1219100,,,457500,389364,8919000,,362000,,8000,670000,,6025100,33600,,,4400,0,150700,,,,,226900,,1655600,,7420500,,,,19600,,,179300,,357100,,898500,2508800,5722200,,,,,395400,36800,,1432700,,13703200,,,,1045300,,,,109300,
2009-02-05,13710400,75600,,1089200,,,401600,292030,9154000,,387500,,9500,683900,,13030300,91800,,,18400,4400,27300,,,,,204400,,890900,,6880400,,,,69200,,,464500,,383800,,586900,1569800,4946100,,,,,259800,34400,,1490400,,3795000,,,,715100,,,,92600,
2009-02-06,11068500,108100,,878000,,,746100,217527,10324700,,171100,,75600,932200,,9468133,147600,,,3600,7000,174200,,,,,183800,,1095700,,7888600,,,,84600,,,254100,,336700,,268500,2425900,7642400,,,,,273600,120500,,2794800,,3365200,,,,745100,,,,64200,
2009-02-09,8727900,68900,,1725200,,,347600,200214,6975100,,282100,,15900,551900,,6930103,26400,,,2000,3400,138800,,,,,223300,,958500,,7402100,,,,41400,,,95700,,266600,,331900,1073800,3742000,,,,,169800,26000,,2141400,,2742800,,,,553500,,,,75900,
2009-02-10,14367500,114700,,1468400,,,701700,291194,11526600,,420000,,22900,715700,,8896500,39000,,,12400,3800,48800,,,,,259200,,3429700,,9289400,,,,21000,,,132400,,379900,,297800,1938100,2968000,,,,,299400,37900,,3578600,,3075900,,,,737200,,,,74200,
2009-02-11,10317100,71800,,1143300,,,414700,783885,7287200,,348500,,30500,469500,,9713000,48600,,,3200,1000,18400,,,,,132800,,1292900,,7494800,,,,9800,,,104800,,639400,,428300,1457500,1995300,,,,,165000,17900,,1454600,,1807200,,,,362200,,,,25200,
2009-02-12,10868100,92600,,3546400,,,608300,360853,7023400,,369600,,47400,408700,,7949000,63600,,,4400,2700,87800,,,,,357900,,2630900,,8704400,,,,19800,,,781600,,525700,,276900,1245700,2460100,,,,,640200,34800,,1720600,,2073800,,,,534500,,,,100400,
2009-02-13,10496900,60800,,2019800,,,439000,246661,5543300,,288300,,38300,564600,,7618500,26400,,,2800,6400,115500,,,,,119700,,1188400,,5358800,,,,21200,,,179700,,471100,,270600,1319000,1590900,,,,,621600,45500,,1314500,,1902300,,,,435600,,,,68400,
2009-02-17,20596300,222200,,1901400,,,410000,476129,8126400,,266800,,15200,479800,,4595700,44400,,,23600,4300,116400,,,,,239700,,876600,,8469900,,,,122700,,,207800,,467400,,495300,860500,2714700,,,,,2424600,23900,,1746800,,1855400,,,,495500,,,,176400,
2009-02-18,14352300,218200,,1903900,,,327500,360691,8339400,,395400,,10800,593400,,3415000,15000,,,9600,5100,215900,,,,,152200,,1177600,,8625900,,,,80400,,,75200,,526300,,354700,899500,3469900,,,,,370800,23500,,1358100,,2558400,,,,917800,,,,124500,
2009-02-19,9859400,187800,,30038000,,,462200,392503,6236600,,255200,,25800,657600,,3545600,43200,,,27200,2100,137100,,,,,344700,,1057600,,6497800,,,,31600,,,187200,,349000,,293400,676600,2137100,,,,,344400,19700,,4705600,,2484300,,,,924700,,,,18900,
2009-02-20,17702900,338200,,8548400,,,416400,561875,11313600,,576400,,27700,735700,,8060400,31800,,,72800,3500,94400,,,,,276600,,766800,,10282600,,,,121900,,,182400,,478000,,270700,1186700,3519000,,,,,537600,19600,,2636500,,2125600,,,,857800,,,,49600,
2009-02-23,17967300,306700,,7900800,,,419700,538805,8316600,,591800,,34500,637900,,5697700,30000,,,495600,1600,29900,,,,,300900,,905200,,8372200,,,,99600,,,187500,,491500,,226800,1381100,4099400,,,,,444600,32100,,2271400,,1125400,,,,1117300,,,,147300,
2009-02-24,17737200,415600,,8035900,,,488300,323727,9431700,,419700,,27600,1193600,,4767600,97200,,,22800,100,15300,,,,,392700,,1004700,,9773800,,,,28700,,,218000,,561500,,193900,1652900,6415200,,,,,617400,26000,,2325800,,1547000,,,,1127900,,,,73400,
2009-02-25,21817800,619200,,5110400,,,754200,360453,8211000,,275900,,12200,726600,,5883300,128400,,,9200,8900,43800,,,,,499500,,640900,,9290400,,,,24600,,,232500,,540800,,584200,835600,4318800,,,,,924600,114500,,2433900,,1976100,,,,1410300,,,,176300,
2009-02-26,19892000,303600,,4954800,,,594100,461825,12339000,,270900,,8300,940300,,3134800,103800,,,4400,3200,22500,,,,,351200,,864500,,18572100,,,,31800,,,246300,,851900,,457000,876300,4007100,,,,,405000,20900,,3802000,,1729500,,,,935700,,,,261100,
2009-02-27,32511200,198200,,3063300,,,1214700,625071,16008400,,338900,,15400,800000,,4598900,309000,,,28000,0,37900,,,,,335100,,1909400,,19943200,,,,26700,,,299400,,786000,,409300,898200,5631100,,,,,609000,30200,,5051200,,2065300,,,,952000,,,,282400,
2009-03-02,16621000,279300,,4269000,,,575900,508661,15450500,,453400,,43000,1857300,,4263300,38400,,,5600,2400,49900,,,,,864900,,1233500,,14188900,,,,7600,,,438700,,898300,,589700,1302700,4216400,,,,,1444200,72000,,3768200,,2133200,,,,1056800,,,,347700,
2009-03-03,18106300,145300,,5330000,,,479100,556810,12270200,,753400,,32700,1846300,,2975800,118800,,,8000,8100,60200,,,,,550900,,724500,,10680600,,,,16400,,,230100,,697800,,827700,1090800,3045900,,,,,2415000,44000,,3206300,,2261500,,,,657600,,,,124400,
2009-03-04,21570300,168300,,3760600,,,400700,402077,8705000,,439300,,9700,1466700,,3706700,31200,,,3200,3000,24300,,,,,440200,,1303100,,8985900,,,,57200,,,240600,,562500,,617100,1065500,3500500,,,,,652800,46400,,3649700,,1733200,,,,920300,,,,157200,
2009-03-05,20637600,341800,,3248600,,,535400,303508,11579500,,736400,,14800,1146100,,2936800,121800,,,800,3200,24800,,,,,789000,,1774400,,11002500,,,,10800,,,373900,,717900,,421600,992600,3332900,,,,,460800,120300,,2733400,,1771200,,,,1302200,,,,148200,
2009-03-06,18040200,140200,,2168600,,,688100,573657,12156700,,559900,,14300,849200,,4549800,42600,,,15600,2500,33000,,,,,554600,,1520200,,14071200,,,,2900,,,218000,,466200,,406900,1031300,4499300,,,,,416400,60400,,2977900,,1864400,,,,771500,,,,518900,
2009-03-09,84150500,216900,,1846600,,,380900,635637,8211000,,719200,,100100,1247400,,4206600,39600,,,34400,5600,14200,,,,,448900,,1384300,,9403800,,,,4000,,,267800,,475000,,440500,1089400,3983000,,,,,309600,31500,,1942800,,2541100,,,,606500,,,,356000,
2009-03-10,34729400,199500,,2275000,,,488800,1153999,10839100,,477200,,35900,831100,,7467700,28200,,,42400,7800,47200,,,,,428700,,1344800,,11271700,,,,19600,,,245900,,518300,,316900,804000,3429800,,,,,672600,100300,,2562700,,2092100,,,,591900,,,,167400,
2009-03-11,28147600,117400,,2438100,,,257400,555836,11149900,,297300,,11100,845100,,3119300,48000,,,4000,3100,41900,,,,,191700,,1462900,,11208100,,,,21600,,,216500,,553000,,626700,1114300,3730900,,,,,693600,25700,,2259000,,1955800,,,,509300,,,,351200,
2009-03-12,38393000,183700,,2350900,,,820300,959544,19694000,,244800,,50100,1267500,,3235900,111600,,,4000,15100,80700,,,,,283400,,1512300,,10489800,,,,16200,,,246300,,623800,,254500,1220100,2989300,,,,,1935600,95600,,2004000,,3293200,,,,646000,,,,565500,
2009-03-13,57253100,111400,,1543700,,,363700,727311,10199000,,301300,,26200,738500,,2566000,345600,,,28000,1300,97600,,,,,229400,,1148600,,8629400,,,,16100,,,161000,,506100,,244000,4540600,2546700,,,,,936000,66800,,1730900,,2361800,,,,714700,,,,279500,
2009-03-16,32683400,185900,,1951200,,,461400,405973,9550700,,280500,,236100,492700,,5772800,288600,,,27600,9400,33000,,,,,284500,,985800,,9588100,,,,19100,,,188500,,543500,,273000,1551400,2668100,,,,,309000,14900,,3329000,,1990300,,,,636900,,,,139700,
2009-03-17,22554700,110800,,1446000,,,223900,352993,8677700,,192400,,109500,588400,,1723800,37200,,,30000,4500,25200,,,,,167700,,1273800,,7837800,,,,20200,,,233500,,451300,,273700,768000,3677100,,,,,585600,47000,,2790800,,2196300,,,,726200,,,,231200,
2009-03-18,21169400,79300,,1740900,,,287600,343235,9450700,,260600,,214100,1039400,,1722700,24152,,,114400,8100,30400,,,,,326000,,1241500,,9019200,,,,58600,,,158800,,388800,,167300,1491700,3101400,,,,,859800,6400,,4144800,,1291700,,,,897800,,,,163200,
2009-03-19,24068400,200200,,2430500,,,244800,250540,7695300,,397700,,137600,1022600,,2897600,29688,,,19600,15100,50300,,,,,219900,,707300,,9555500,,,,159300,,,135900,,441900,,155400,993800,2880700,,,,,385200,40100,,2208300,,1777600,,,,1052700,,,,370300,
