,MRK,NVAX,NVTA,BMRN,CTMX,BPMC,SGEN,ICLR,GILD,VXRT,EVT,ALLO,ALT,EXEL,DTIL,SAN,AGEN,MRNA,BLUE,INO,ZIOP,MTEM,MGNX,GH,EDIT,NSTG,ALNY,IQV,CRL,TXG,AMGN,SWTX,TCRR,IBRX,EXAS,ISEE,ADAP,SGMO,RAPT,REGN,FATE,TECH,QGEN,BIIB,PSNL,BGNE,ARCT,FGEN,LGND,BCRX,GMAB,VRTX,SYRS,ILMN,NTLA,VIR,CRSP,INCY,NTRA,TWST,BNTX,BBH,IDNA
2006-01-24,17.6479627955,82.2,,11.45,,,5.44,10.8225,11.816095602,,6.54624031509,,54.1844387755,10.98,,5.40504396866,30.24,,,9.28,4.3,985.38,,,,,13.62,,44.33,,57.9852055908,,,,2.7,,,4.71,,15.11,,50.056813563,11.8922004594,44.42,,,,,50.1545129225,20.07,,33.54,,10.075,,,,5.09,,,,25.1719781437,
2006-01-25,17.8686969244,80.0,,11.12,,,5.42,10.825,11.6836966683,,6.52346087946,,54.8801020408,11.01,,5.46844624395,29.88,,,9.4,4.25,958.98,,,,,13.69,,45.13,,58.3953737053,,,,2.73,,,4.85,,15.27,,50.5341946188,11.9822928871,43.61,,,,,50.1545129225,20.02,,33.68,,9.965,,,,5.04,,,,25.1758593142,
2006-01-26,18.2778626268,87.8,,11.21,,,5.65,10.975,11.9994172024,,6.54908774454,,54.8801020408,11.0,,5.5714749413,29.94,,,9.44,4.2,898.92,,,,,13.28,,45.54,,55.6330643887,,,,2.67,,,4.8,,15.52,,50.8922304106,11.8721799199,44.36,,,,,50.581359841,19.84,,34.21,,9.975,,,,5.07,,,,25.0400183467,
2006-01-27,18.68164457,85.6,,11.15,,,5.56,11.0075,12.1684804562,,6.56332489181,,54.8801020408,11.01,,5.59732325641,30.18,,,9.76,4.18,920.7,,,,,13.19,,46.15,,55.1765482831,,,,2.66,,,4.63,,15.44,,50.9774770277,11.7720772224,45.23,,,,,51.2216302187,18.11,,35.95,,10.215,,,,5.13,,,,25.1952651667,
2006-01-30,18.5524343482,85.6,,10.96,,,5.58,10.94,11.7936896286,,6.56901975072,,54.8801020408,10.77,,5.6092918735,30.18,,,10.04,4.18,938.52,,,,,12.68,,45.81,,55.9580419553,,,,2.78,,,4.58,,15.18,,51.0627236449,11.7420464132,44.73,,,,,51.3069996024,18.99,,34.82,,10.485,,,,5.06,,,,24.9843882362,
2006-01-31,18.5739693852,84.0,,11.73,,,5.63,10.9925,12.3986509101,,6.56617232127,,55.2665816327,10.78,,5.69307219309,30.3,,,10.24,4.15,933.24,,,,,13.44,,46.13,,56.3990829387,,,,2.8,,,4.81,,15.23,,48.4627018232,11.8521593804,44.75,,,,,52.9290178926,19.03,,35.72,,10.72,,,,5.09,,,,25.1629220792,
2006-02-01,18.660109533,85.5,,11.74,,,5.52,10.8975,12.5290129371,,6.57471460963,,54.7255102041,10.91,,5.71700942726,30.24,,,10.6,4.25,928.62,,,,,12.75,,46.0,,58.9524781053,,,,2.75,,,4.59,,15.77,,49.0082801727,12.0323442359,45.27,,,,,54.4229821074,19.17,,36.05,,10.715,,,,5.11,,,,25.6183127513,
2006-02-02,18.2078737567,88.0,,11.46,,,5.46,10.975,12.3660604033,,6.57756203908,,55.6530612245,10.85,,5.63721864669,30.24,,,10.52,4.625,905.52,,,,,13.0,,45.56,,57.7686312553,,,,2.71,,,4.6,,15.68,,48.5905717489,12.2125290913,45.15,,,,,54.2095586481,19.29,,35.08,,11.045,,,,5.43,,,,25.4203730557,
2006-02-03,18.5147480335,84.8,,11.6,,,5.44,11.015,12.3640234967,,6.54339288564,,56.4260204082,10.66,,5.58934417836,30.18,,,10.6,4.625,917.4,,,,,12.76,,45.31,,57.7376810109,,,,2.62,,,4.62,,16.19,,48.3859798678,11.9822928871,44.92,,,,,54.2095586481,19.69,,34.54,,11.33,,,,5.37,,,,25.4734157192,
2006-02-06,18.2132575159,83.8,,11.26,,,5.42,11.0275,12.225513843,,6.54339288564,,58.3584183673,10.55,,5.59333371738,33.78,,,10.44,4.5,909.48,,,,,12.95,,45.26,,56.8710741664,,,,2.41,,,4.55,,15.89,,48.6502443808,12.0723853148,44.24,,,,,53.9961351889,19.82,,34.3,,11.05,,,,5.43,,,,25.3686241157,
2006-02-07,18.1378848866,83.2,,11.17,,,5.35,10.97,12.2906948565,,6.52346087946,,57.9719387755,10.05,,5.59333371738,31.62,,,10.04,4.6,877.14,,,,,12.74,,45.08,,56.4377707442,,,,2.37,,,4.6,,15.48,,48.556473102,12.2125290913,44.59,,,,,54.1241892644,18.85,,36.11,,10.945,,,,5.24,,,,25.0878861162,
2006-02-08,18.4609104411,85.6,,11.49,,,5.13,11.2275,12.095151816,,6.51491859109,,57.9719387755,10.21,,5.681103576,31.02,,,10.04,4.6,871.2,,,,,12.17,,44.85,,55.7491278053,,,,2.26,,,4.85,,15.41,,48.5735224254,12.0323442359,44.53,,,,,54.7217749503,16.86,,36.93,,10.43,,,,5.17,,,,24.7437556651,
2006-02-09,18.4878292373,86.0,,11.4,,,4.86,11.25,11.8812766155,,6.53200316782,,57.8173469388,10.17,,5.64120818572,30.9,,,10.64,4.55,891.66,,,,,12.02,,48.36,,54.9444214498,,,,2.28,,,5.3,,15.31,,48.292208589,12.2325496308,44.24,,,,,54.8498290258,16.51,,36.41,,10.455,,,,5.17,,,,24.5031230941,
2006-02-10,18.4716779596,83.2,,11.29,,,4.81,11.295,12.0381184292,,6.53200316782,,57.5854591837,9.99,,5.60131279544,31.8,,,10.72,4.65,876.48,,,,,11.91,,47.52,,55.2848741387,,,,2.26,,,5.45,,15.33,,48.6587690425,12.3226420585,44.27,,,,,55.0632524851,16.29,,35.9,,10.59,,,,5.28,,,,24.6713071491,
2006-02-13,18.4716779596,83.4,,11.39,,,4.79,11.305,12.0544136826,,6.52061345,,57.8173469388,9.73,,5.64918726378,31.08,,,11.2,4.69,892.32,,,,,12.13,,47.04,,55.0450097442,,,,2.24,,,5.16,,14.99,,48.5990964106,12.5128371837,43.71,,,,,56.3437932406,17.22,,34.49,,10.655,,,,5.15,,,,24.322001804,
2006-02-14,18.6654932923,84.038,,11.7,,,5.01,11.5275,12.2805103231,,6.53485059727,,57.3535714286,10.01,,5.7090303492,31.98,,,11.24,4.69,890.34,,,,,13.2,,47.46,,55.656277072,,,,2.31,,,5.19,,15.31,,49.6391051392,13.1935355265,44.38,,,,,55.7035228628,17.1,,36.17,,11.1,,,,5.26,,,,24.7385807711,
2006-02-15,18.9992863653,87.6,,12.0,,,5.15,11.75,12.4638319236,,6.55478260345,,57.0443877551,10.25,,5.66115588086,35.1,,,11.4,4.6,902.22,,,,,13.57,,47.85,,56.4609834276,,,,2.4,,,5.17,,15.58,,49.9800916076,13.253597145,45.72,,,,,55.4900994036,17.1,,36.72,,11.51,,,,5.37,,,,24.9171146141,
2006-02-16,19.370765753,88.8,,12.0,,,5.17,11.685,12.5269760304,,6.54125731354,,57.8173469388,10.23,,5.70105127114,40.08,,,11.24,4.6,924.0,,,,,13.35,,49.1,,57.2347395387,,,,2.61,,,5.32,,15.71,,50.5682932657,13.3837306517,47.33,,,,,55.2766759443,18.46,,37.41,,12.105,,,,5.38,,,,25.2884132587,
2006-02-17,19.4084520677,91.998,,11.9,,,5.31,11.7275,12.5188284037,,6.57274695488,,58.1265306122,10.19,,5.74892573948,41.46,,,11.12,4.7,918.06,,,,,14.04,,48.99,,57.9465951609,,,,2.66,,,5.54,,15.09,,50.5171452954,13.5238744282,47.06,,,,,55.4900994036,19.07,,37.73,,12.17,,,,5.75,,,,25.3311061342,
2006-02-21,19.1607991425,99.6,,11.79,,,5.31,11.8125,12.2173662163,,6.62713815355,,58.3584183673,9.85,,5.67312449795,40.8,,,11.04,4.7,943.8,,,,,15.46,,47.31,,57.6680429609,,,,2.7,,,5.75,,15.28,,50.3125534143,13.7741311718,46.1,,,,,55.2766759443,19.67,,37.39,,12.045,,,,5.44,,,,25.0827112222,
2006-02-22,19.3384631975,97.6,,12.07,,,5.3,12.0,12.6023415772,,6.70156821488,,58.3584183673,10.13,,5.82472698101,40.98,,,11.04,4.85,968.22,,,,,15.67,,47.71,,58.093608822,,,,2.65,,,5.75,,15.12,,50.7984591318,13.7741311718,47.32,,,,,52.5021709742,19.28,,38.64,,12.44,,,,5.47,,,,25.3336935812,
2006-02-23,19.0638914762,98.4,,12.18,,,5.22,11.845,12.4821640836,,6.69870552022,,58.7448979592,10.4,,5.82871652004,38.04,,,11.08,4.8,988.02,,,,,14.85,,48.03,,57.7918439387,,,,2.6,,,5.79,,15.04,,50.6705892062,13.9543160273,48.5,,,,,53.9961351889,18.64,,41.61,,12.405,,,,5.47,,,,25.2664199592,
2006-02-24,18.8969949397,102.4,,12.92,,,5.21,12.0,12.5595665371,,6.68439204688,,58.5903061224,10.69,,5.80078974685,37.8,,,11.76,4.85,973.5,,,,,14.72,,48.65,,57.8382693053,,,,2.58,,,6.03,,16.0,,50.7217371764,14.3547268172,49.58,,,,,53.9961351889,19.74,,43.2,,12.535,,,,5.53,,,,25.5575077467,
2006-02-27,19.03697268,114.4,,13.01,,,5.32,11.9575,12.9689847781,,6.71301899355,,58.9767857143,10.99,,5.84068513713,38.34,,,12.0,4.75,1011.78,,,,,15.74,,49.35,,58.4031112664,,,,2.6,,,6.17,,17.5,,51.1650195854,15.0654559692,50.1,,,,,52.6302250497,21.0,,44.2,,12.6,,,,6.09,,,,25.9003444743,
2006-02-28,18.7677847179,116.0,,13.08,,,5.28,12.0,12.6838178441,,6.71301899355,,57.5854591837,10.86,,5.83270605907,36.66,,,12.08,4.7,993.3,,,,,16.08,,48.35,,58.4031112664,,,,2.57,,,6.37,,16.37,,50.6961631913,14.9253121927,47.25,,,,,53.1424413519,19.89,,43.24,,12.715,,,,5.88,,,,25.5316332767,
2006-03-01,18.8216223103,113.8,,13.14,,,5.33,12.035,12.4353152302,,6.76168480288,,57.8173469388,11.18,,5.90052822255,38.7,,,12.6,4.75,988.68,,,,,16.29,,48.97,,58.8441522498,,,,2.59,,,6.69,,16.77,,51.1905935705,14.8652505742,46.95,,,,,53.7400270378,20.35,,44.1,,13.0,,,,5.91,,,,25.5122274242,
2006-03-02,18.9077624582,107.6,,13.51,,,5.28,11.9275,12.4842009903,,6.72446977222,,57.5081632653,11.16,,5.87260144935,39.06,,,12.32,4.8,971.52,,,,,16.23,,49.5,,59.1691298164,,,,2.52,,,6.68,,17.3,,50.7558358233,15.1955894759,46.36,,,,,53.9961351889,20.79,,43.99,,13.08,,,,6.2,,,,25.5355144472,
2006-03-03,18.9454487729,108.0,,13.05,,,5.22,11.8125,12.2397721897,,6.72160707755,,57.9719387755,11.21,,5.79680020782,38.82,,,12.4,4.8,968.88,,,,,17.04,,49.42,,58.3334732164,,,,2.5,,,6.36,,17.15,,50.7302618382,15.4358359498,45.5,,,,,53.7827117296,20.75,,43.81,,12.93,,,,6.01,,,,25.1952651667,
2006-03-06,18.8216223103,115.4,,12.75,,,5.15,11.67,12.1195946961,,6.75309671888,,56.0395408163,11.13,,5.72099896628,37.5,,,12.32,4.85,940.5,,,,,17.26,,48.66,,56.909761972,,,,2.47,,,6.21,,18.0,,50.5853425891,15.3057024431,45.51,,,,,53.9961351889,20.2,,43.42,,12.79,,,,6.05,,,,24.8718342916,
2006-03-07,18.7893197548,109.2,,12.3,,,5.25,11.525,12.0360815225,,6.73305785622,,56.8125,11.04,,5.63322910767,37.74,,,11.56,4.9,911.46,,,,,16.36,,49.48,,57.0954634387,,,,2.43,,,5.89,,17.16,,49.9715669459,14.875260844,45.5,,,,,53.3131801193,19.15,,39.65,,12.23,,,,6.02,,,,24.7385807711,
2006-03-08,18.8754599027,107.6,,12.59,,,5.21,11.435,12.38031875,,6.66721587888,,56.8897959184,11.35,,5.65716634183,37.5,,,11.1996,5.1,914.76,,,,,16.46,,49.4,,57.4127034442,,,,2.4,,,6.07,,17.28,,50.5086206337,14.795178686,45.51,,,,,50.3679363817,19.12,,40.28,,12.495,,,,6.03,,,,25.2276082542,
2006-03-09,18.7829331385,110.8,,12.39,,,5.06,11.45,12.3375437099,,6.64431432155,,59.131377551,11.29,,5.63721864669,36.72,,,11.04,5.0,861.3,,,,,16.55,,49.02,,56.9329746553,,,,2.4,,,5.93,,16.3,,50.1335355184,14.8151992255,47.54,,,,,50.3679363817,19.61,,37.98,,12.5,,,,5.9,,,,24.8899464206,
2006-03-10,18.9190019094,114.8,,12.56,,,5.31,11.5125,12.4434628569,,6.65003971088,,59.131377551,11.64,,5.73296758337,36.54,,,11.08,5.0,926.64,,,,,16.16,,48.79,,56.8633366053,,,,2.38,,,5.78,,16.7,,50.2699301058,14.6650451793,47.78,,,,,50.7947833002,20.0,,37.2,,12.675,,,,5.96,,,,24.8071481166,
2006-03-13,19.1584829462,122.8,,12.81,,,5.35,11.6525,12.5249391237,,6.69298013088,,60.2135204082,11.6,,5.76887343462,36.96,,,11.08,5.0,944.46,,,,,16.6,,50.56,,56.9407122164,,,,2.38,,,5.74,,16.3,,50.2869794292,14.8151992255,47.92,,,,,50.581359841,19.36,,36.98,,12.775,,,,5.96,,,,24.8679531211,
2006-03-14,19.1040554379,133.0,,12.94,,,5.37,11.775,12.8060322444,,6.71588168822,,70.1846938776,11.5,,5.82073744199,37.44,,,11.0,5.0,957.66,,,,,16.8,,50.03,,58.0394458942,,,,2.33,,,5.71,,16.91,,50.2955040909,14.8652505742,48.96,,,,,50.3679363817,19.38,,37.45,,13.12,,,,6.01,,,,25.2922944292,
2006-03-15,19.1367119429,140.0,,12.45,,,5.29,11.745,12.9832431248,,6.76168480288,,62.9961734694,11.52,,5.86063283227,35.76,,,10.7604,5.05,948.42,,,,,16.79,,50.02,,57.9465951609,,,,2.34,,,5.72,,16.63,,50.6023919125,14.8852711137,49.23,,,,,51.8619005964,19.09,,39.26,,13.1,,,,6.04,,,,25.4294291202,
2006-03-16,19.2020249529,146.0,,13.92,,,5.3,11.6465,12.8101060577,,6.78458636022,,64.9285714286,11.5,,5.87659098838,35.82,,,10.44,4.9,910.8,,,,,16.89,,50.01,,57.1341512442,,,,2.4,,,5.85,,16.97,,50.7217371764,14.8452300348,49.1,,,,,55.4900994036,19.36,,39.49,,12.755,,,,6.09,,,,25.1279915447,
2006-03-17,19.3979639831,147.2,,14.43,,,5.35,11.7025,12.895656138,,6.78458636022,,63.7691326531,11.78,,5.88855960546,35.46,,,10.0,4.85,897.6,,,,,16.79,,50.3,,56.6776351387,,,,2.63,,,5.86,,16.77,,50.9092797341,14.8252094953,49.19,,,,,56.1303697813,19.19,,40.56,,12.675,,,,6.03,,,,25.7399227603,
2006-03-20,19.4088494847,166.2,,14.0,,,5.56,11.635,12.8365858445,,6.76741019222,,62.6096938776,11.85,,5.88058052741,32.1,,,10.12,4.75,946.44,,,,,16.89,,50.12,,56.3681326942,,,,2.6,,,5.83,,16.49,,50.824033117,15.0154046205,49.25,,,,,55.7035228628,19.56,,40.19,,12.525,,,,5.98,,,,25.7916717003,
2006-03-21,19.534032754,154.2,,13.35,,,5.53,11.6875,12.6899285641,,6.73878324555,,62.6096938776,11.3,,5.80078974685,30.78,,,10.16,4.75,925.32,,,,,17.29,,49.42,,55.6872273165,,,,2.47,,,5.94,,16.27,,50.2273067972,14.715096528,48.31,,,,,55.9169463221,18.9,,37.95,,12.53,,,,5.96,,,,25.3336935812,
2006-03-22,19.7190862825,150.2,,13.35,,,5.45,11.7575,12.771404831,,6.77671394989,,61.8367346939,11.27,,5.88058052741,31.2,,,10.24,4.75,914.1,,,,,17.23,,49.57,,56.0431551276,,,,2.41,,,5.64,,16.91,,51.0968222917,14.8652505742,48.1,,,,,57.4109105368,19.1601,,37.85,,12.905,,,,6.01,,,,25.3505119867,
2006-03-23,19.7027580299,145.6,,13.13,,,5.55,11.675,12.6328951773,,6.81987773301,,62.9961734694,11.21,,5.81674790296,30.66,,,9.8,4.85,928.62,,,,,17.08,,48.83,,56.3294448887,,,,2.45,,,5.66,,17.07,,50.704687853,14.8252094953,46.47,,,,,56.9840636183,18.7,,36.05,,12.94,,,,6.14,,,,25.1758593142,
2006-03-24,19.6211167674,150.2,,13.32,,,5.75,11.5,12.6980761908,,6.83138807517,,61.8367346939,11.23,,5.87659098838,17.82,,,10.16,5.0,962.28,,,,,17.05,,49.37,,56.6234722109,,,,3.11,,,5.55,,17.2,,50.5938672508,14.7751581465,46.46,,,,,56.770640159,18.74,,36.45,,13.425,,,,6.01,,,,25.1292852682,
2006-03-27,19.6047885149,150.4,,13.39,,,5.76,11.61,12.7184452575,,6.8054898053,,62.2232142857,11.39,,5.78483159073,16.5,,,10.16,4.85,992.64,,,,,17.45,,50.0,,56.561571722,,,,3.18,,,5.56,,16.89,,50.9945263512,14.7251067978,47.18,,,,,56.770640159,17.75,,35.56,,13.46,,,,5.97,,,,25.1758593142,
2006-03-28,19.4034067339,148.8,,13.45,,,5.74,11.825,12.5554927238,,6.79685704867,,64.5420918367,11.73,,5.72897804434,15.9,,,10.04,4.9,978.12,,,,,17.69,,49.2,,56.1824312276,,,,3.05,,,5.59,,16.24,,50.968952366,14.6450246398,45.86,,,,,55.2766759443,17.96,,34.92,,13.52,,,,5.87,,,,24.7903297111,
2006-03-29,19.4850479965,150.2,,13.33,,,5.18,11.765,12.6328951773,,6.89181737154,,63.3826530612,12.02,,5.79680020782,18.0,,,10.28,5.0,984.72,,,,,18.29,,49.38,,55.725915122,,,,3.07,,,5.81,,16.25,,50.9519030426,14.2746446592,47.22,,,,,54.807144334,17.87,,35.89,,13.8,,,,6.02,,,,24.9688635541,
2006-03-30,19.3816357306,163.6,,13.47,,,5.15,11.7425,12.5616034438,,6.8054898053,,64.1556122449,12.12,,5.84866421518,16.92,,,10.44,4.8,986.7,,,,,17.5,,49.22,,56.1901687887,,,,3.07,,,5.63,,16.53,,51.1309209385,14.8552403045,47.2,,,,,55.2766759443,18.35,,35.31,,13.24,,,,6.09,,,,24.9209957846,
2006-03-31,19.1748111988,159.6,,13.42,,,5.16,12.2225,12.6736333107,,6.88030702937,,63.3826530612,12.01,,5.82871652004,16.44,,,10.68,4.8,989.34,,,,,17.59,,49.02,,56.2907570831,,,,3.07,,,5.95,,16.63,,51.2673155259,14.9253121927,47.1,,,,,54.8498290258,18.06,,36.59,,11.875,,,,6.02,,,,25.0529555817,
2006-04-03,19.2727807138,152.4,,12.89,,,4.97,12.0,12.932320458,,6.9033277137,,62.9961734694,12.0,,5.86063283227,15.96,,,10.4,4.75,966.9,,,,,16.96,,49.39,,55.6175892665,,,,3.08,,,5.95,,15.96,,50.8751810872,14.5148911331,46.34,,,,,54.2949280318,17.5,,35.85,,11.69,,,,3.58,,,,24.7644552411,
2006-04-04,19.3108799697,124.0,,12.99,,,5.08,11.9875,13.1441587519,,6.888939786,,61.8367346939,11.96,,5.95638176894,16.08,,,10.68,4.8,963.6,,,,,17.3,,49.38,,55.725915122,,,,3.21,,,5.87,,15.72,,50.4318986783,14.5449219423,46.08,,,,,54.3376127237,17.47,,36.38,,11.915,,,,3.6,,,,24.8407849276,
2006-04-05,19.5884602624,133.6,,13.0,,,5.17,11.915,13.0178705382,,6.87455185829,,61.8367346939,11.65,,5.93244453477,16.26,,,10.32,4.9,980.76,,,,,16.57,,48.57,,56.3758702553,,,,3.2,,,5.88,,15.69,,50.056813563,14.8252094953,45.36,,,,,56.3437932406,16.91,,36.41,,11.81,,,,3.65,,,,24.7424619416,
2006-04-06,18.9625439161,120.2,,12.52,,,5.05,11.8,12.5697510705,,6.85728634504,,61.6821428571,11.52,,5.89254914449,16.26,,,10.6,5.2,976.8,,,,,16.31,,48.73,,55.5943765831,,,,3.2,,,5.8,,15.27,,49.2895940091,14.5949732911,45.0,,,,,58.9163996183,16.68,,33.78,,11.04,,,,3.8,,,,24.218503924,
2006-04-07,18.7611621351,118.8,,12.04,,,4.96,12.0,12.5269760304,,6.72491741014,,61.0637755102,11.26,,5.77685251268,16.62,,,10.24,5.2,983.4,,,,,16.0,,48.48,,54.959896572,,,,3.07,,,5.43,,15.15,,48.616145734,14.5048808634,44.37,,,,,57.1121176938,16.92,,32.31,,12.975,,,,3.95,,,,24.0567884865,
2006-04-10,18.733948381,102.8,,11.98,,,4.98,12.09,12.6023415772,,6.66161052823,,61.8367346939,11.31,,5.73296758337,15.9,,,9.84,5.1,1006.5,,,,,15.08,,47.75,,54.7355072998,,,,3.06,,,5.5,,14.41,,48.2751592656,14.2346035802,44.75,,,,,55.7035228628,17.56,,33.72,,12.9,,,,3.88,,,,24.164167537,
2006-04-11,18.5380093508,96.2,,11.64,,,4.86,11.775,12.3049532032,,6.58995864825,,61.8367346939,10.33,,5.66115588086,14.52,,,9.4,5.1,986.7,,,,,15.1,,47.36,,54.3486292442,,,,3.07,,,5.36,,13.92,,48.292208589,13.9042646785,44.31,,,,,55.4900994036,16.67,,32.7,,12.47,,,,3.7,,,,24.1939231775,
2006-04-12,18.4237115832,109.2,,12.11,,,4.85,11.85,12.4434628569,,6.52636400779,,64.1556122449,10.54,,5.65317680281,14.34,,,9.6,4.8,991.32,,,,,15.25,,47.7,,54.1397150942,,,,3.07,,,5.06,,13.89,,48.4286031764,14.2145830407,44.81,,,,,55.4900994036,16.93,,35.13,,12.515,,,,3.8,,,,24.1447616845,
2006-04-13,18.4726963408,107.6,,12.07,,,4.85,12.0,12.5127176837,,6.53499676441,,63.3826530612,10.91,,5.64918726378,14.28,,,9.36,4.8,1059.96,,,,,15.08,,48.0,,54.2170907053,,,,3.03,,,5.24,,14.23,,48.232535957,14.2476169309,45.04,,,,,55.0632524851,17.3,,35.76,,12.39,,,,3.94,,,,24.3296412413,
2006-04-17,18.3964978291,109.0,,11.93,,,4.93,11.965,12.4638319236,,6.51197608008,,63.6918367347,10.58,,5.70105127114,13.56,,,9.2,4.8,1090.32,,,,,14.24,,48.27,,53.8611628942,,,,3.06,,,5.55,,14.59,,48.2154866336,14.5749527516,45.0,,,,,53.8266769622,17.12,,35.47,,12.53,,,,3.83,,,,24.0359518735,
2006-04-18,18.766604886,110.6,,12.29,,,4.95,12.0975,12.5962308572,,6.57528296199,,61.8367346939,10.9,,5.77286297365,13.2,,,9.16,4.8,1081.08,,,,,14.6,,48.67,,54.9133938297,,,,3.06,,,5.5099,,15.12,,49.1361500983,14.715096528,45.86,,,,,54.4229821074,17.04,,37.28,,12.875,,,,3.97,,,,24.3697485999,
2006-04-19,18.7230628793,109.6,,12.44,,,4.86,12.3775,13.2663731522,,6.71124887882,,62.3005102041,11.53,,5.79281066879,13.02,,,9.32,4.8,1063.92,,,,,16.01,,48.66,,52.8475423887,,,,3.05,,,5.39,,15.25,,49.5623831838,14.5148911331,45.49,,,,,55.9169463221,17.36,,39.5,,14.88,,,,4.15,,,,24.1420423059,
2006-04-20,19.0496279295,107.4,,12.44,,,4.85,12.8125,13.2724838722,,6.80092504918,,58.281122449,11.64,,5.84068513713,13.26,,,9.48,5.05,1023.0,,,,,15.35,,48.27,,53.010031172,,,,3.1,,,5.38,,15.09,,49.6732037861,14.4448192449,44.83,,,,,54.8498290258,17.31,,39.26,,14.65,,,,4.17,,,,24.1006411616,
2006-04-21,18.9081164077,107.2,,12.27,,,5.02,12.8625,13.1421218452,,6.84431674452,,61.6821428571,11.14,,5.94840269088,13.26,,,9.48,5.1,1008.48,,,,,15.51,,47.71,,51.7023833442,,,,3.24,,,5.69,,14.98,,49.14467476,14.6750554491,44.28,,,,,54.5937208748,17.35,,39.17,,15.435,,,,4.18,,,,23.6827483607,
2006-04-24,18.7067346268,106.4,,12.11,,,4.9,12.975,12.9425049914,,6.86167342266,,62.2232142857,10.84,,5.97233992505,13.26,,,9.32,5.02,993.3,,,,,15.26,,46.9,,51.6404828554,,,,3.24,,,5.6,,14.52,,49.1958227303,14.6950759885,44.75,,,,,53.9961351889,17.01,,38.37,,15.275,,,,4.21,,,,23.7409687199,
2006-04-25,18.6359788659,104.6,,12.07,,,4.76,13.245,12.510680777,,6.73149833664,,64.0783163265,10.62,,5.99627715922,12.36,,,9.12,5.01,986.7,,,,,15.0,,46.66,,51.4934691942,,,,3.17,,,5.4,,13.99,,49.4174639348,14.4548295146,44.08,,,,,52.9290178926,16.45,,37.5,,14.76,,,,4.2,,,,23.46927371,
2006-04-26,18.6795208726,102.2,,12.16,,,5.0,13.1125,11.673512135,,6.69967776006,,64.1556122449,10.64,,6.04296114911,12.9,,,9.08,5.0,964.92,,,,,14.81,,46.96,,51.4393062665,,,,3.04,,,5.51,,13.78,,48.616145734,14.5349116726,44.07,,,,,52.5021709742,16.33,,34.82,,15.345,,,,4.05,,,,23.1458272697,
2006-04-27,18.831917896,101.6,,12.47,,,4.91,13.0,11.5655560814,,6.74017667571,,63.7691326531,10.74,,6.12353396443,12.72,,,8.96,4.8,979.44,,,,,15.72,,47.23,,52.1279492054,,,,3.01,,,5.22,,14.23,,48.1046660314,14.8652505742,44.96,,,,,52.4168015905,16.07,,35.96,,15.61,,,,4.14,,,,23.5202808472,
2006-04-28,18.733948381,108.4,,12.3,,,4.91,13.6275,11.7122133617,,6.77778281167,,64.1556122449,10.76,,6.17993493516,12.42,,,8.84,5.0,973.5,,,,,15.38,,47.25,,52.383288722,,,,3.01,,,5.33,,14.52,,48.3007332507,14.915301923,44.85,,,,,52.2887475149,15.55,,36.37,,15.815,,,,4.17,,,,23.5973344715,
2006-05-01,18.6359788659,116.6,,12.2,,,4.8,13.9125,11.7916527219,,6.75753335385,,63.2280612245,10.52,,6.14367716826,12.6,,,8.72,5.0,939.84,,,,,14.68,,46.22,,51.7333335887,,,,2.98,,,5.22,,14.21,,48.3774552061,15.0854765087,45.43,,,,,53.5692882704,16.12,,35.65,,15.205,,,,4.19,,,,23.3607663268,
2006-05-02,18.766604886,111.2,,12.2,,,4.68,13.5025,11.1622485604,,6.79224671012,,62.4551020408,10.34,,6.21619270205,11.94,,,8.72,5.2,920.7,,,,,14.33,,45.99,,51.060165772,,,,2.69,,,5.19,,14.51,,47.6784329459,14.9853738112,45.9,,,,,52.4168015905,15.32,,34.51,,15.255,,,,4.12,,,,22.9471100282,
2006-05-03,18.5869941084,113.2,,12.03,,,4.6,13.7575,11.4290833344,,6.81828172732,,62.9961734694,10.63,,6.1638203721,12.48,,,8.48,5.25,922.02,,,,,14.41,,46.5,,51.3696682165,,,,2.63,,,5.19,,15.34,,47.8745001652,15.2756716339,46.09,,,,,49.8984047714,15.23,,35.02,,14.955,,,,4.17,,,,23.1688081752,
2006-05-04,18.6740781217,120.0,,13.03,,,4.64,14.205,11.2437248273,,6.81249616794,,59.9043367347,11.03,,6.17590629439,11.88,,,8.6,5.4,921.36,,,,,15.32,,46.91,,51.8029716387,,,,2.45,,,5.25,,15.17,,47.5079397116,15.2656613641,46.78,,,,,49.2154497018,14.62,,35.59,,14.815,,,,4.21,,,,23.2580281612,
2006-05-05,18.766604886,119.4,,13.1,,,4.67,13.905,11.4576000278,,6.87324454141,,61.8367346939,11.22,,6.27259367278,12.0,,,9.0,5.95,953.04,,,,,15.71,,47.13,,51.9267726165,,,,2.62,,,5.25,,15.17,,47.4482670797,15.3657640616,46.92,,,,,49.0873956262,14.86,,36.95,,15.225,,,,4.33,,,,23.7987553489,
2006-05-08,18.7502766335,121.6,,12.86,,,4.58,13.87,11.5125965079,,6.99184850867,,62.5323979592,11.14,,6.26856503201,12.06,,,8.92,5.85,939.18,,,,,16.06,,47.24,,52.6541033609,,,,2.5,,,5.12,,15.45,,47.5420383585,15.2956921734,46.16,,,,,49.0873956262,15.96,,36.31,,14.775,,,,4.35,,,,23.8393098879,
